level_0,level_1,tracks,artists,Score
8,351,1.0,0.0,1.0
8,352,1.0,0.0,1.0
8,353,1.0,0.0,1.0
8,354,1.0,0.0,1.0
8,355,1.0,0.0,1.0
8,356,1.0,0.0,1.0
8,357,1.0,0.0,1.0
8,358,1.0,0.0,1.0
8,359,1.0,0.0,1.0
8,360,1.0,0.0,1.0
8,361,1.0,0.0,1.0
8,362,1.0,0.0,1.0
8,363,1.0,0.0,1.0
8,364,1.0,0.0,1.0
8,365,1.0,0.0,1.0
8,366,1.0,0.0,1.0
8,367,1.0,0.0,1.0
8,368,1.0,0.0,1.0
8,369,1.0,0.0,1.0
8,370,1.0,0.0,1.0
8,371,1.0,0.0,1.0
8,372,1.0,0.0,1.0
8,373,1.0,0.0,1.0
8,374,1.0,0.0,1.0
8,375,1.0,0.0,1.0
8,376,1.0,0.0,1.0
8,377,1.0,0.0,1.0
8,378,1.0,0.0,1.0
8,379,1.0,0.0,1.0
8,380,1.0,0.0,1.0
8,381,1.0,0.0,1.0
8,382,1.0,0.0,1.0
8,383,1.0,0.0,1.0
8,384,1.0,0.0,1.0
8,385,1.0,0.0,1.0
8,386,1.0,0.0,1.0
8,387,1.0,0.0,1.0
8,388,1.0,0.0,1.0
8,389,1.0,0.0,1.0
8,390,1.0,0.0,1.0
8,391,1.0,0.0,1.0
8,392,1.0,0.0,1.0
8,393,1.0,0.0,1.0
8,394,1.0,0.0,1.0
8,395,1.0,0.0,1.0
8,396,1.0,0.0,1.0
8,397,1.0,0.0,1.0
8,398,1.0,0.0,1.0
8,399,1.0,0.0,1.0
8,400,1.0,0.0,1.0
8,401,1.0,0.0,1.0
8,402,1.0,0.0,1.0
8,403,1.0,0.0,1.0
8,404,1.0,0.0,1.0
8,405,1.0,0.0,1.0
8,406,1.0,0.0,1.0
8,407,1.0,0.0,1.0
8,408,1.0,0.0,1.0
8,409,1.0,0.0,1.0
8,410,1.0,0.0,1.0
8,411,1.0,0.0,1.0
8,412,1.0,0.0,1.0
8,413,1.0,0.0,1.0
8,414,1.0,0.0,1.0
8,415,1.0,0.0,1.0
8,416,1.0,0.0,1.0
8,417,1.0,0.0,1.0
8,418,1.0,0.0,1.0
8,419,1.0,0.0,1.0
8,420,1.0,0.0,1.0
8,421,1.0,0.0,1.0
8,422,1.0,0.0,1.0
8,423,1.0,0.0,1.0
8,424,1.0,0.0,1.0
8,425,1.0,0.0,1.0
8,426,1.0,0.0,1.0
8,427,1.0,0.0,1.0
8,428,1.0,0.0,1.0
8,429,1.0,0.0,1.0
8,430,1.0,0.0,1.0
8,431,1.0,0.0,1.0
8,432,1.0,0.0,1.0
8,433,1.0,0.0,1.0
8,434,1.0,0.0,1.0
8,435,1.0,0.0,1.0
8,436,1.0,0.0,1.0
8,437,1.0,0.0,1.0
8,438,1.0,0.0,1.0
8,439,1.0,0.0,1.0
8,440,1.0,0.0,1.0
8,441,1.0,0.0,1.0
8,9460,0.0,1.0,1.0
9,443,1.0,0.0,1.0
9,444,1.0,0.0,1.0
9,5886,0.0,1.0,1.0
9,12303,0.0,1.0,1.0
9,12950,0.0,1.0,1.0
9,13578,0.0,1.0,1.0
9,13581,0.0,1.0,1.0
9,13597,0.0,1.0,1.0
10,445,1.0,0.0,1.0
10,446,1.0,0.0,1.0
10,447,1.0,0.0,1.0
10,448,1.0,0.0,1.0
10,449,1.0,0.0,1.0
10,450,1.0,0.0,1.0
10,451,1.0,0.0,1.0
10,452,1.0,0.0,1.0
10,453,1.0,0.0,1.0
10,454,1.0,0.0,1.0
10,455,1.0,0.0,1.0
10,456,1.0,0.0,1.0
10,457,1.0,0.0,1.0
10,458,1.0,0.0,1.0
10,459,1.0,0.0,1.0
10,460,1.0,0.0,1.0
10,461,1.0,0.0,1.0
10,462,1.0,0.0,1.0
10,463,1.0,0.0,1.0
10,464,1.0,0.0,1.0
10,465,1.0,0.0,1.0
10,466,1.0,0.0,1.0
10,467,1.0,0.0,1.0
10,468,1.0,0.0,1.0
10,469,1.0,0.0,1.0
10,470,1.0,0.0,1.0
10,471,1.0,0.0,1.0
10,472,1.0,0.0,1.0
10,473,1.0,0.0,1.0
10,474,1.0,0.0,1.0
10,475,1.0,0.0,1.0
10,9460,0.0,1.0,1.0
12,589,0.0,1.0,1.0
12,590,0.0,1.0,1.0
12,591,0.0,1.0,1.0
12,11162,0.0,1.0,1.0
12,11163,0.0,1.0,1.0
12,11164,0.0,1.0,1.0
12,11165,0.0,1.0,1.0
14,612,0.0,1.0,1.0
14,613,0.0,1.0,1.0
14,614,0.0,1.0,1.0
14,615,0.0,1.0,1.0
14,616,0.0,1.0,1.0
14,617,0.0,1.0,1.0
14,618,0.0,1.0,1.0
14,619,0.0,1.0,1.0
14,620,0.0,1.0,1.0
14,621,0.0,1.0,1.0
14,622,0.0,1.0,1.0
14,623,0.0,1.0,1.0
14,624,0.0,1.0,1.0
14,625,0.0,1.0,1.0
14,626,0.0,1.0,1.0
14,627,0.0,1.0,1.0
14,628,0.0,1.0,1.0
14,629,0.0,1.0,1.0
14,630,0.0,1.0,1.0
14,631,0.0,1.0,1.0
14,632,0.0,1.0,1.0
14,633,0.0,1.0,1.0
14,634,0.0,1.0,1.0
14,635,0.0,1.0,1.0
14,636,0.0,1.0,1.0
14,637,0.0,1.0,1.0
14,638,0.0,1.0,1.0
14,639,0.0,1.0,1.0
14,640,0.0,1.0,1.0
14,641,0.0,1.0,1.0
14,642,0.0,1.0,1.0
14,643,0.0,1.0,1.0
14,644,0.0,1.0,1.0
14,645,0.0,1.0,1.0
14,646,0.0,1.0,1.0
14,647,0.0,1.0,1.0
14,648,0.0,1.0,1.0
14,649,0.0,1.0,1.0
14,650,0.0,1.0,1.0
14,651,0.0,1.0,1.0
14,652,0.0,1.0,1.0
14,653,0.0,1.0,1.0
14,654,0.0,1.0,1.0
14,655,0.0,1.0,1.0
14,656,0.0,1.0,1.0
14,657,0.0,1.0,1.0
14,658,0.0,1.0,1.0
14,659,0.0,1.0,1.0
14,660,0.0,1.0,1.0
14,661,0.0,1.0,1.0
14,662,0.0,1.0,1.0
14,663,0.0,1.0,1.0
14,664,0.0,1.0,1.0
14,665,0.0,1.0,1.0
14,666,0.0,1.0,1.0
14,667,0.0,1.0,1.0
14,668,0.0,1.0,1.0
14,669,0.0,1.0,1.0
14,670,0.0,1.0,1.0
14,671,0.0,1.0,1.0
14,672,0.0,1.0,1.0
14,673,0.0,1.0,1.0
14,674,0.0,1.0,1.0
14,675,0.0,1.0,1.0
14,676,0.0,1.0,1.0
14,677,0.0,1.0,1.0
14,678,0.0,1.0,1.0
14,679,0.0,1.0,1.0
14,680,0.0,1.0,1.0
14,681,0.0,1.0,1.0
14,682,0.0,1.0,1.0
14,683,0.0,1.0,1.0
14,684,0.0,1.0,1.0
14,685,0.0,1.0,1.0
14,686,0.0,1.0,1.0
14,687,0.0,1.0,1.0
14,688,0.0,1.0,1.0
14,689,0.0,1.0,1.0
14,690,0.0,1.0,1.0
14,691,0.0,1.0,1.0
14,692,0.0,1.0,1.0
14,693,0.0,1.0,1.0
14,694,0.0,1.0,1.0
14,695,0.0,1.0,1.0
14,696,0.0,1.0,1.0
14,697,0.0,1.0,1.0
14,698,0.0,1.0,1.0
14,699,0.0,1.0,1.0
14,700,0.0,1.0,1.0
14,701,0.0,1.0,1.0
14,702,0.0,1.0,1.0
14,703,0.0,1.0,1.0
14,704,0.0,1.0,1.0
14,705,0.0,1.0,1.0
14,706,0.0,1.0,1.0
14,707,0.0,1.0,1.0
14,708,0.0,1.0,1.0
14,709,0.0,1.0,1.0
14,710,0.0,1.0,1.0
14,711,0.0,1.0,1.0
14,712,0.0,1.0,1.0
14,713,0.0,1.0,1.0
14,714,0.0,1.0,1.0
14,715,0.0,1.0,1.0
14,716,0.0,1.0,1.0
14,717,0.0,1.0,1.0
14,718,0.0,1.0,1.0
14,719,0.0,1.0,1.0
14,720,0.0,1.0,1.0
14,721,0.0,1.0,1.0
14,722,0.0,1.0,1.0
14,723,0.0,1.0,1.0
14,724,0.0,1.0,1.0
14,725,0.0,1.0,1.0
14,726,0.0,1.0,1.0
14,727,0.0,1.0,1.0
14,728,0.0,1.0,1.0
14,729,0.0,1.0,1.0
14,730,0.0,1.0,1.0
14,731,0.0,1.0,1.0
14,732,0.0,1.0,1.0
14,733,0.0,1.0,1.0
14,734,0.0,1.0,1.0
14,735,0.0,1.0,1.0
14,736,0.0,1.0,1.0
14,737,0.0,1.0,1.0
14,738,0.0,1.0,1.0
14,739,0.0,1.0,1.0
14,740,0.0,1.0,1.0
14,741,0.0,1.0,1.0
14,742,0.0,1.0,1.0
14,743,0.0,1.0,1.0
14,744,0.0,1.0,1.0
14,745,0.0,1.0,1.0
14,746,0.0,1.0,1.0
14,747,0.0,1.0,1.0
14,748,0.0,1.0,1.0
14,749,0.0,1.0,1.0
14,750,0.0,1.0,1.0
14,751,0.0,1.0,1.0
14,752,0.0,1.0,1.0
14,753,0.0,1.0,1.0
14,754,0.0,1.0,1.0
14,755,0.0,1.0,1.0
14,756,0.0,1.0,1.0
14,757,0.0,1.0,1.0
14,758,0.0,1.0,1.0
14,759,0.0,1.0,1.0
14,760,0.0,1.0,1.0
14,761,0.0,1.0,1.0
14,762,0.0,1.0,1.0
14,763,0.0,1.0,1.0
14,764,0.0,1.0,1.0
14,865,0.0,1.0,1.0
14,3424,0.0,1.0,1.0
14,3425,0.0,1.0,1.0
14,3426,0.0,1.0,1.0
14,3427,0.0,1.0,1.0
14,3428,0.0,1.0,1.0
14,3429,0.0,1.0,1.0
14,3430,0.0,1.0,1.0
14,3431,0.0,1.0,1.0
14,3432,0.0,1.0,1.0
14,3433,0.0,1.0,1.0
14,3434,0.0,1.0,1.0
14,3435,0.0,1.0,1.0
14,3436,0.0,1.0,1.0
14,3437,0.0,1.0,1.0
14,3438,0.0,1.0,1.0
14,3439,0.0,1.0,1.0
14,5280,0.0,1.0,1.0
14,5281,0.0,1.0,1.0
14,5282,0.0,1.0,1.0
14,5283,0.0,1.0,1.0
14,5284,0.0,1.0,1.0
14,5285,0.0,1.0,1.0
14,5286,0.0,1.0,1.0
14,5287,0.0,1.0,1.0
14,5288,0.0,1.0,1.0
14,5289,0.0,1.0,1.0
14,5290,0.0,1.0,1.0
14,5291,0.0,1.0,1.0
14,5292,0.0,1.0,1.0
14,5293,0.0,1.0,1.0
14,5294,0.0,1.0,1.0
14,5295,0.0,1.0,1.0
14,5296,0.0,1.0,1.0
14,5297,0.0,1.0,1.0
14,5298,0.0,1.0,1.0
14,5452,0.0,1.0,1.0
14,5453,0.0,1.0,1.0
14,5454,0.0,1.0,1.0
14,5455,0.0,1.0,1.0
14,5456,0.0,1.0,1.0
14,5482,0.0,1.0,1.0
14,5483,0.0,1.0,1.0
14,5484,0.0,1.0,1.0
14,5485,0.0,1.0,1.0
14,5486,0.0,1.0,1.0
14,5487,0.0,1.0,1.0
14,5488,0.0,1.0,1.0
14,5489,0.0,1.0,1.0
14,5490,0.0,1.0,1.0
14,5491,0.0,1.0,1.0
14,5492,0.0,1.0,1.0
14,5493,0.0,1.0,1.0
14,5494,0.0,1.0,1.0
14,7639,0.0,1.0,1.0
14,7640,0.0,1.0,1.0
14,7641,0.0,1.0,1.0
14,7642,0.0,1.0,1.0
14,7643,0.0,1.0,1.0
14,7644,0.0,1.0,1.0
14,7645,0.0,1.0,1.0
14,7646,0.0,1.0,1.0
14,9619,0.0,1.0,1.0
14,9620,0.0,1.0,1.0
14,9621,0.0,1.0,1.0
14,9622,0.0,1.0,1.0
14,9623,0.0,1.0,1.0
14,9624,0.0,1.0,1.0
14,10168,0.0,1.0,1.0
14,10169,0.0,1.0,1.0
14,10170,0.0,1.0,1.0
14,10192,0.0,1.0,1.0
14,10193,0.0,1.0,1.0
14,10194,0.0,1.0,1.0
14,10203,0.0,1.0,1.0
14,10395,0.0,1.0,1.0
14,10396,0.0,1.0,1.0
14,10397,0.0,1.0,1.0
14,10401,0.0,1.0,1.0
14,10431,0.0,1.0,1.0
14,10491,0.0,1.0,1.0
14,10492,0.0,1.0,1.0
14,10493,0.0,1.0,1.0
14,10494,0.0,1.0,1.0
14,10495,0.0,1.0,1.0
14,10496,0.0,1.0,1.0
14,10499,0.0,1.0,1.0
14,10500,0.0,1.0,1.0
14,10511,0.0,1.0,1.0
14,10512,0.0,1.0,1.0
14,10693,0.0,1.0,1.0
14,10732,0.0,1.0,1.0
14,10733,0.0,1.0,1.0
14,10734,0.0,1.0,1.0
14,10735,0.0,1.0,1.0
14,10736,0.0,1.0,1.0
14,11342,0.0,1.0,1.0
14,11343,0.0,1.0,1.0
14,11376,0.0,1.0,1.0
14,11377,0.0,1.0,1.0
14,11426,0.0,1.0,1.0
15,765,0.0,1.0,1.0
15,766,0.0,1.0,1.0
15,767,0.0,1.0,1.0
15,768,0.0,1.0,1.0
15,769,0.0,1.0,1.0
15,770,0.0,1.0,1.0
15,771,0.0,1.0,1.0
15,772,0.0,1.0,1.0
15,773,0.0,1.0,1.0
15,774,0.0,1.0,1.0
15,775,0.0,1.0,1.0
15,776,0.0,1.0,1.0
16,809,1.0,0.0,1.0
16,810,1.0,0.0,1.0
16,811,1.0,0.0,1.0
16,812,1.0,0.0,1.0
16,813,1.0,0.0,1.0
16,814,1.0,0.0,1.0
16,815,1.0,0.0,1.0
16,816,1.0,0.0,1.0
16,817,1.0,0.0,1.0
16,818,1.0,0.0,1.0
16,819,1.0,0.0,1.0
16,820,1.0,0.0,1.0
16,821,1.0,0.0,1.0
16,822,1.0,0.0,1.0
16,823,1.0,0.0,1.0
16,824,1.0,0.0,1.0
16,825,1.0,0.0,1.0
16,826,1.0,0.0,1.0
16,827,1.0,0.0,1.0
16,828,1.0,0.0,1.0
16,829,1.0,0.0,1.0
16,830,1.0,0.0,1.0
16,831,1.0,0.0,1.0
16,832,1.0,0.0,1.0
16,833,1.0,0.0,1.0
16,834,1.0,0.0,1.0
16,835,1.0,0.0,1.0
16,836,1.0,0.0,1.0
16,837,1.0,0.0,1.0
16,838,1.0,0.0,1.0
16,839,1.0,0.0,1.0
16,840,1.0,0.0,1.0
16,841,1.0,0.0,1.0
16,842,1.0,0.0,1.0
16,843,1.0,0.0,1.0
16,844,1.0,0.0,1.0
16,845,1.0,0.0,1.0
16,846,1.0,0.0,1.0
16,847,1.0,0.0,1.0
17,848,1.0,1.0,2.0
17,849,1.0,1.0,2.0
17,850,1.0,1.0,2.0
17,851,1.0,1.0,2.0
17,852,1.0,1.0,2.0
17,853,1.0,1.0,2.0
17,854,1.0,1.0,2.0
17,855,1.0,1.0,2.0
17,856,1.0,1.0,2.0
17,857,1.0,1.0,2.0
17,858,1.0,1.0,2.0
17,859,1.0,1.0,2.0
17,860,1.0,1.0,2.0
17,861,1.0,1.0,2.0
17,862,1.0,1.0,2.0
17,863,1.0,1.0,2.0
17,864,1.0,1.0,2.0
17,9541,0.0,1.0,1.0
17,9542,0.0,1.0,1.0
17,9543,0.0,1.0,1.0
17,9544,0.0,1.0,1.0
17,9545,0.0,1.0,1.0
17,9546,0.0,1.0,1.0
17,9547,0.0,1.0,1.0
17,9548,0.0,1.0,1.0
17,9549,0.0,1.0,1.0
17,9550,0.0,1.0,1.0
17,9551,0.0,1.0,1.0
17,9552,0.0,1.0,1.0
17,9553,0.0,1.0,1.0
17,9554,0.0,1.0,1.0
18,612,0.0,1.0,1.0
18,613,0.0,1.0,1.0
18,614,0.0,1.0,1.0
18,615,0.0,1.0,1.0
18,616,0.0,1.0,1.0
18,617,0.0,1.0,1.0
18,618,0.0,1.0,1.0
18,619,0.0,1.0,1.0
18,620,0.0,1.0,1.0
18,621,0.0,1.0,1.0
18,622,0.0,1.0,1.0
18,623,0.0,1.0,1.0
18,624,0.0,1.0,1.0
18,625,0.0,1.0,1.0
18,626,0.0,1.0,1.0
18,627,0.0,1.0,1.0
18,628,0.0,1.0,1.0
18,629,0.0,1.0,1.0
18,630,0.0,1.0,1.0
18,631,0.0,1.0,1.0
18,632,0.0,1.0,1.0
18,633,0.0,1.0,1.0
18,634,0.0,1.0,1.0
18,635,0.0,1.0,1.0
18,636,0.0,1.0,1.0
18,637,0.0,1.0,1.0
18,638,0.0,1.0,1.0
18,639,0.0,1.0,1.0
18,640,0.0,1.0,1.0
18,641,0.0,1.0,1.0
18,642,0.0,1.0,1.0
18,643,0.0,1.0,1.0
18,644,0.0,1.0,1.0
18,645,0.0,1.0,1.0
18,646,0.0,1.0,1.0
18,647,0.0,1.0,1.0
18,648,0.0,1.0,1.0
18,649,0.0,1.0,1.0
18,650,0.0,1.0,1.0
18,651,0.0,1.0,1.0
18,652,0.0,1.0,1.0
18,653,0.0,1.0,1.0
18,654,0.0,1.0,1.0
18,655,0.0,1.0,1.0
18,656,0.0,1.0,1.0
18,657,0.0,1.0,1.0
18,658,0.0,1.0,1.0
18,659,0.0,1.0,1.0
18,660,0.0,1.0,1.0
18,661,0.0,1.0,1.0
18,662,0.0,1.0,1.0
18,663,0.0,1.0,1.0
18,664,0.0,1.0,1.0
18,665,0.0,1.0,1.0
18,666,0.0,1.0,1.0
18,667,0.0,1.0,1.0
18,668,0.0,1.0,1.0
18,669,0.0,1.0,1.0
18,670,0.0,1.0,1.0
18,671,0.0,1.0,1.0
18,672,0.0,1.0,1.0
18,673,0.0,1.0,1.0
18,674,0.0,1.0,1.0
18,675,0.0,1.0,1.0
18,676,0.0,1.0,1.0
18,677,0.0,1.0,1.0
18,678,0.0,1.0,1.0
18,679,0.0,1.0,1.0
18,680,0.0,1.0,1.0
18,681,0.0,1.0,1.0
18,682,0.0,1.0,1.0
18,683,0.0,1.0,1.0
18,684,0.0,1.0,1.0
18,685,0.0,1.0,1.0
18,686,0.0,1.0,1.0
18,687,0.0,1.0,1.0
18,688,0.0,1.0,1.0
18,689,0.0,1.0,1.0
18,690,0.0,1.0,1.0
18,691,0.0,1.0,1.0
18,692,0.0,1.0,1.0
18,693,0.0,1.0,1.0
18,694,0.0,1.0,1.0
18,695,0.0,1.0,1.0
18,696,0.0,1.0,1.0
18,697,0.0,1.0,1.0
18,698,0.0,1.0,1.0
18,699,0.0,1.0,1.0
18,700,0.0,1.0,1.0
18,701,0.0,1.0,1.0
18,702,0.0,1.0,1.0
18,703,0.0,1.0,1.0
18,704,0.0,1.0,1.0
18,705,0.0,1.0,1.0
18,706,0.0,1.0,1.0
18,707,0.0,1.0,1.0
18,708,0.0,1.0,1.0
18,709,0.0,1.0,1.0
18,710,0.0,1.0,1.0
18,711,0.0,1.0,1.0
18,712,0.0,1.0,1.0
18,713,0.0,1.0,1.0
18,714,0.0,1.0,1.0
18,715,0.0,1.0,1.0
18,716,0.0,1.0,1.0
18,717,0.0,1.0,1.0
18,718,0.0,1.0,1.0
18,719,0.0,1.0,1.0
18,720,0.0,1.0,1.0
18,721,0.0,1.0,1.0
18,722,0.0,1.0,1.0
18,723,0.0,1.0,1.0
18,724,0.0,1.0,1.0
18,725,0.0,1.0,1.0
18,726,0.0,1.0,1.0
18,727,0.0,1.0,1.0
18,728,0.0,1.0,1.0
18,729,0.0,1.0,1.0
18,730,0.0,1.0,1.0
18,731,0.0,1.0,1.0
18,732,0.0,1.0,1.0
18,733,0.0,1.0,1.0
18,734,0.0,1.0,1.0
18,735,0.0,1.0,1.0
18,736,0.0,1.0,1.0
18,737,0.0,1.0,1.0
18,738,0.0,1.0,1.0
18,739,0.0,1.0,1.0
18,740,0.0,1.0,1.0
18,741,0.0,1.0,1.0
18,742,0.0,1.0,1.0
18,743,0.0,1.0,1.0
18,744,0.0,1.0,1.0
18,745,0.0,1.0,1.0
18,746,0.0,1.0,1.0
18,747,0.0,1.0,1.0
18,748,0.0,1.0,1.0
18,749,0.0,1.0,1.0
18,750,0.0,1.0,1.0
18,751,0.0,1.0,1.0
18,752,0.0,1.0,1.0
18,753,0.0,1.0,1.0
18,754,0.0,1.0,1.0
18,755,0.0,1.0,1.0
18,756,0.0,1.0,1.0
18,757,0.0,1.0,1.0
18,758,0.0,1.0,1.0
18,759,0.0,1.0,1.0
18,760,0.0,1.0,1.0
18,761,0.0,1.0,1.0
18,762,0.0,1.0,1.0
18,763,0.0,1.0,1.0
18,764,0.0,1.0,1.0
18,865,0.0,1.0,1.0
18,3424,0.0,1.0,1.0
18,3425,0.0,1.0,1.0
18,3426,0.0,1.0,1.0
18,3427,0.0,1.0,1.0
18,3428,0.0,1.0,1.0
18,3429,0.0,1.0,1.0
18,3430,0.0,1.0,1.0
18,3431,0.0,1.0,1.0
18,3432,0.0,1.0,1.0
18,3433,0.0,1.0,1.0
18,3434,0.0,1.0,1.0
18,3435,0.0,1.0,1.0
18,3436,0.0,1.0,1.0
18,3437,0.0,1.0,1.0
18,3438,0.0,1.0,1.0
18,3439,0.0,1.0,1.0
18,5280,0.0,1.0,1.0
18,5281,0.0,1.0,1.0
18,5282,0.0,1.0,1.0
18,5283,0.0,1.0,1.0
18,5284,0.0,1.0,1.0
18,5285,0.0,1.0,1.0
18,5286,0.0,1.0,1.0
18,5287,0.0,1.0,1.0
18,5288,0.0,1.0,1.0
18,5289,0.0,1.0,1.0
18,5290,0.0,1.0,1.0
18,5291,0.0,1.0,1.0
18,5292,0.0,1.0,1.0
18,5293,0.0,1.0,1.0
18,5294,0.0,1.0,1.0
18,5295,0.0,1.0,1.0
18,5296,0.0,1.0,1.0
18,5297,0.0,1.0,1.0
18,5298,0.0,1.0,1.0
18,5452,0.0,1.0,1.0
18,5453,0.0,1.0,1.0
18,5454,0.0,1.0,1.0
18,5455,0.0,1.0,1.0
18,5456,0.0,1.0,1.0
18,5482,0.0,1.0,1.0
18,5483,0.0,1.0,1.0
18,5484,0.0,1.0,1.0
18,5485,0.0,1.0,1.0
18,5486,0.0,1.0,1.0
18,5487,0.0,1.0,1.0
18,5488,0.0,1.0,1.0
18,5489,0.0,1.0,1.0
18,5490,0.0,1.0,1.0
18,5491,0.0,1.0,1.0
18,5492,0.0,1.0,1.0
18,5493,0.0,1.0,1.0
18,5494,0.0,1.0,1.0
18,7639,0.0,1.0,1.0
18,7640,0.0,1.0,1.0
18,7641,0.0,1.0,1.0
18,7642,0.0,1.0,1.0
18,7643,0.0,1.0,1.0
18,7644,0.0,1.0,1.0
18,7645,0.0,1.0,1.0
18,7646,0.0,1.0,1.0
18,9619,0.0,1.0,1.0
18,9620,0.0,1.0,1.0
18,9621,0.0,1.0,1.0
18,9622,0.0,1.0,1.0
18,9623,0.0,1.0,1.0
18,9624,0.0,1.0,1.0
18,10168,0.0,1.0,1.0
18,10169,0.0,1.0,1.0
18,10170,0.0,1.0,1.0
18,10192,0.0,1.0,1.0
18,10193,0.0,1.0,1.0
18,10194,0.0,1.0,1.0
18,10203,0.0,1.0,1.0
18,10395,0.0,1.0,1.0
18,10396,0.0,1.0,1.0
18,10397,0.0,1.0,1.0
18,10401,0.0,1.0,1.0
18,10431,0.0,1.0,1.0
18,10491,0.0,1.0,1.0
18,10492,0.0,1.0,1.0
18,10493,0.0,1.0,1.0
18,10494,0.0,1.0,1.0
18,10495,0.0,1.0,1.0
18,10496,0.0,1.0,1.0
18,10499,0.0,1.0,1.0
18,10500,0.0,1.0,1.0
18,10511,0.0,1.0,1.0
18,10512,0.0,1.0,1.0
18,10693,0.0,1.0,1.0
18,10732,0.0,1.0,1.0
