17,848
17,849
17,850
17,851
17,852
17,853
17,854
17,855
17,856
17,857
17,858
17,859
17,860
17,861
17,862
17,863
17,864
52,2740
52,2741
62,2992
62,2993
62,2994
79,3296
107,3685
108,3686
110,3709
114,3730
137,4013
152,4273
173,4685
188,4943
188,4944
191,4968
195,5041
200,5057
200,5058
200,5059
227,5647
227,5648
252,12279
252,12280
252,12281
252,12282
252,12283
252,12284
252,12285
252,12286
252,12287
252,12288
256,6166
256,6167
256,6168
256,6169
256,6170
256,6171
256,6172
256,6173
256,6174
261,6241
261,6242
275,6355
275,6356
275,6357
279,6371
288,6490
288,6491
288,6492
288,6493
288,6494
293,6579
293,6580
294,6585
327,6724
327,6725
327,6726
327,6727
327,6728
327,6729
327,6730
331,6768
331,6769
338,6882
338,6883
338,6884
338,6885
351,7055
356,7181
356,7182
356,7183
356,7184
356,7185
356,7186
356,7187
356,7188
356,7189
356,7190
363,7255
363,7256
363,7257
363,7258
386,7478
386,7479
389,7495
389,7496
389,7497
389,7498
389,7499
389,7500
399,7714
399,7715
406,7846
406,7847
406,7848
406,7849
414,7931
414,7932
414,7933
414,7934
414,7935
414,7936
414,7937
426,8006
454,8244
454,8245
463,8267
464,8268
466,8291
486,8662
486,8663
494,8709
506,8832
506,8833
516,8952
516,8953
522,8988
522,8989
522,8990
522,8991
522,8992
522,8993
522,8994
525,9015
527,9091
527,9092
527,9093
527,9094
527,9095
527,9096
534,9165
548,13903
551,9320
551,9321
551,9322
551,9323
551,9324
551,9325
551,9326
551,9327
551,9328
551,9329
551,9330
551,9331
563,9497
590,10030
591,10039
594,10131
594,10132
594,10133
594,10134
594,10135
594,10136
594,10137
594,10138
594,10139
594,10140
594,10141
594,10142
594,10143
594,10144
594,10145
594,10146
594,10147
594,10148
598,10479
598,10480
599,10770
599,10771
599,10772
599,10773
599,10774
599,10775
604,11119
604,11120
609,11153
617,11204
620,11299
620,11300
625,11448
625,11449
627,11480
627,11481
627,11482
627,11483
627,11484
627,11485
627,11486
641,11722
641,11723
641,11724
641,11725
641,11726
641,11727
647,11828
648,11830
651,11873
659,12023
659,12024
659,12025
661,12078
664,12115
664,12116
664,12117
664,12118
664,12119
664,12120
664,12121
664,12122
668,12142
673,12175
679,12231
679,12232
679,12233
679,12234
679,12235
679,12236
679,12237
679,12238
679,12239
680,12252
718,12608
718,12609
727,12675
727,12676
727,12677
734,12731
734,12732
734,12733
734,12734
735,12735
735,12736
735,12737
735,12738
735,12739
735,12740
741,12789
741,12790
741,12791
741,12792
744,12808
744,12809
749,12862
749,12863
750,12865
762,13043
762,13044
767,13120
767,13121
771,13233
771,13234
776,13283
797,13954
798,13955
799,13956
803,13992
837,14708
842,14758
845,14780
846,14787
847,14946
848,14901
861,15000
864,15005
864,15006
864,15007
865,15008
865,15009
870,15029
870,15030
870,15031
891,15074
891,15075
892,15076
892,15077
896,15084
896,15085
904,15102
904,15103
921,15132
921,15133
930,15170
937,15190
937,15191
940,15196
942,15198
972,15324
972,15325
983,15400
985,15408
985,15409
994,15443
1003,15516
1009,15531
1015,15570
1018,15573
1020,15576
1034,15717
1034,15718
1034,15719
1038,15763
1041,16003
1042,16151
0,0
0,1
0,2
1,176
1,177
1,178
1,14567
1,14568
1,14569
1,14570
1,14571
1,14572
1,14573
1,14574
1,14575
1,14576
1,14577
2,179
2,180
4,196
6,206
7,248
7,249
7,250
7,251
7,252
7,253
7,254
7,255
7,256
7,257
7,258
7,259
7,260
7,261
7,262
7,263
7,264
7,265
7,266
7,267
7,268
7,269
7,270
7,271
7,272
7,273
7,274
7,275
7,276
7,277
7,278
7,279
7,280
7,281
7,282
7,283
7,284
7,285
7,286
7,287
7,288
7,289
7,7891
7,7892
7,7893
7,7894
8,290
8,291
8,292
8,293
8,294
8,295
8,296
8,297
8,298
8,299
8,300
8,301
8,302
8,303
8,304
8,305
8,306
8,307
8,308
8,309
8,310
8,311
8,312
8,313
8,314
8,315
8,316
8,317
8,318
8,319
8,320
8,321
8,322
8,323
8,324
8,325
8,326
8,327
8,328
8,329
8,330
8,331
8,332
8,333
8,334
8,335
8,336
8,337
8,338
8,339
8,340
8,341
8,342
8,343
8,344
8,345
8,346
8,347
8,348
8,349
8,350
8,351
8,352
8,353
8,354
8,355
8,356
8,357
8,358
8,359
8,360
8,361
8,362
8,363
8,364
8,365
8,366
8,367
8,368
8,369
8,370
8,371
8,372
8,373
8,374
8,375
8,376
8,377
8,378
8,379
8,380
8,381
8,382
8,383
8,384
8,385
8,386
8,387
8,388
8,389
8,390
8,391
8,392
8,393
8,394
8,395
8,396
8,397
8,398
8,399
8,400
8,401
8,402
8,403
8,404
8,405
8,406
8,407
8,408
8,409
8,410
8,411
8,412
8,413
8,414
8,415
8,416
8,417
8,418
8,419
8,420
8,421
8,422
8,423
8,424
8,425
8,426
8,427
8,428
8,429
8,430
8,431
8,432
8,433
8,434
8,435
8,436
8,437
8,438
8,439
8,440
8,441
9,443
9,444
10,445
10,446
10,447
10,448
10,449
10,450
10,451
10,452
10,453
10,454
10,455
10,456
10,457
10,458
10,459
10,460
10,461
10,462
10,463
10,464
10,465
10,466
10,467
10,468
10,469
10,470
10,471
10,472
10,473
10,474
10,475
16,809
16,810
16,811
16,812
16,813
16,814
16,815
16,816
16,817
16,818
16,819
16,820
16,821
16,822
16,823
16,824
16,825
16,826
16,827
16,828
16,829
16,830
16,831
16,832
16,833
16,834
16,835
16,836
16,837
16,838
16,839
16,840
16,841
16,842
16,843
16,844
16,845
16,846
16,847
20,1004
20,1005
20,1006
20,1007
20,1008
20,1009
20,1010
20,1011
20,1012
20,1013
20,1014
20,1015
20,1016
20,1017
20,1018
20,1019
20,1020
22,1032
22,1033
22,1034
22,1035
22,1036
22,1037
22,1038
22,1039
22,10502
23,1041
23,10947
23,10948
23,10949
23,14822
23,14823
23,14824
23,14825
23,14826
24,1043
24,1044
24,1045
24,8881
24,8882
24,8883
24,8884
24,8885
24,8886
24,8887
24,8888
24,8889
24,8890
24,10778
24,10779
24,10780
24,10781
24,10782
24,10783
24,10784
24,10785
24,10786
24,10787
24,10788
24,10789
24,10790
24,10791
24,10792
24,10793
24,10794
24,10795
24,10796
24,10797
24,10798
24,10799
24,10800
24,10801
24,10802
24,10803
24,10804
24,10805
24,10806
24,10807
24,10808
24,10809
24,10810
24,10811
24,10812
24,10813
25,1078
25,1079
25,11662
25,11663
25,13139
25,13140
25,13141
25,13142
25,13143
25,13144
25,13145
25,13146
25,13147
25,13148
25,13149
25,13150
25,13151
25,13152
25,13153
26,1080
26,1081
26,1082
26,11353
26,11354
26,11757
26,13717
26,13718
26,13719
26,13720
26,13721
26,13722
26,13723
26,13724
26,13725
26,13726
26,13727
26,13728
26,13729
26,13730
26,13731
26,13732
26,13733
26,13734
26,13735
26,13736
26,13737
26,13738
26,13739
26,13740
26,13741
26,13742
26,13743
26,13744
26,13745
26,13746
26,13747
26,13748
26,13749
26,13750
26,13751
26,13752
26,13753
26,13754
26,13755
26,13756
26,13757
26,13758
26,13759
26,13760
26,13761
26,13762
26,13763
26,13764
26,13765
26,13766
26,13767
26,13768
26,13769
26,13770
27,1099
27,1100
27,1101
27,9667
27,9668
27,9669
27,11771
27,11772
27,11773
27,13905
27,13906
27,13907
27,13908
27,13909
27,13910
27,13911
27,13912
27,13913
27,13914
27,13915
27,13916
27,14291
27,14292
27,14293
27,14294
27,14295
27,14296
28,1102
28,1103
28,1104
28,14319
28,14320
28,14321
28,14322
28,14323
28,14324
28,14325
28,14326
28,14327
28,14328
28,14329
28,14330
28,14331
28,14332
28,14333
28,14334
28,14335
28,14336
28,14337
28,14338
28,14339
28,14340
28,14341
